image_name;angle_magnitude_norm
figura6_frame_15.png;0,062010
figura6_frame_16.png;0,080292
figura6_frame_17.png;0,079618
figura6_frame_18.png;0,070483
figura6_frame_19.png;0,094720
figura6_frame_20.png;0,116177
figura6_frame_21.png;0,174197
figura6_frame_22.png;0,230813
figura6_frame_23.png;0,292349
figura6_frame_24.png;0,298236
figura6_frame_25.png;0,297735
figura6_frame_26.png;0,289934
figura6_frame_27.png;0,258885
figura6_frame_28.png;0,218759
figura6_frame_29.png;0,221572
figura6_frame_30.png;0,222431
figura6_frame_31.png;0,199706
figura6_frame_32.png;0,143901
figura6_frame_33.png;0,085970
figura6_frame_34.png;0,016647
figura6_frame_35.png;-0,036647
figura6_frame_36.png;-0,110930
figura6_frame_37.png;-0,175980
figura6_frame_38.png;-0,225144
figura6_frame_39.png;-0,290939
figura6_frame_40.png;-0,347813
figura6_frame_41.png;-0,405047
figura6_frame_42.png;-0,457401
figura6_frame_43.png;-0,516139
figura6_frame_44.png;-0,559611
figura6_frame_45.png;-0,610719
figura6_frame_46.png;-0,665683
figura6_frame_47.png;-0,700488
figura6_frame_48.png;-0,734516
figura6_frame_49.png;-0,760078
figura6_frame_50.png;-0,753921
figura6_frame_51.png;-0,714652
figura6_frame_52.png;-0,655677
figura6_frame_53.png;-0,605796
figura6_frame_54.png;-0,508729
figura6_frame_55.png;-0,380801
figura6_frame_56.png;-0,223064
figura6_frame_57.png;-0,147201
figura6_frame_58.png;-0,092479
figura6_frame_59.png;-0,104437
figura6_frame_60.png;-0,042093
figura6_frame_61.png;0,038292
figura6_frame_62.png;0,125627
figura6_frame_63.png;0,190148
figura6_frame_64.png;0,294616
figura6_frame_65.png;0,391231
figura6_frame_66.png;0,441667
figura6_frame_67.png;0,468283
figura6_frame_68.png;0,511715
figura6_frame_69.png;0,570679
figura6_frame_70.png;0,638175
figura6_frame_71.png;0,761544
figura6_frame_72.png;0,885482
figura6_frame_73.png;0,951904
figura6_frame_74.png;1,000000
figura6_frame_75.png;0,958246
figura6_frame_76.png;0,921749
figura6_frame_77.png;0,878373
figura6_frame_78.png;0,804309
figura6_frame_79.png;0,741470
figura6_frame_80.png;0,688972
figura6_frame_81.png;0,659327
figura6_frame_82.png;0,587399
figura6_frame_83.png;0,522852
figura6_frame_84.png;0,409158
figura6_frame_85.png;0,178827
figura6_frame_86.png;0,053529
figura6_frame_87.png;-0,070663
figura6_frame_88.png;-0,157985
figura6_frame_89.png;-0,307435
figura6_frame_90.png;-0,434753
figura6_frame_91.png;-0,485418
figura6_frame_92.png;-0,552194
figura6_frame_93.png;-0,652647
figura6_frame_94.png;-0,733525
figura6_frame_95.png;-0,754547
figura6_frame_96.png;-0,776385
figura6_frame_97.png;-0,805523
figura6_frame_98.png;-0,821869
figura6_frame_99.png;-0,806117
figura6_frame_100.png;-0,736055
figura6_frame_101.png;-0,709342
figura6_frame_102.png;-0,669472
figura6_frame_103.png;-0,599459
figura6_frame_104.png;-0,522645
figura6_frame_105.png;-0,395180
figura6_frame_106.png;-0,270703
figura6_frame_107.png;-0,161019
figura6_frame_108.png;-0,031009
figura6_frame_109.png;0,072978
figura6_frame_110.png;0,109037
figura6_frame_111.png;0,157847
figura6_frame_112.png;0,181096
figura6_frame_113.png;0,176741
figura6_frame_114.png;0,164551
figura6_frame_115.png;0,114611
figura6_frame_116.png;0,047786
figura6_frame_117.png;-0,022714
figura6_frame_118.png;-0,126459
figura6_frame_119.png;-0,302542
figura6_frame_120.png;-0,691503
figura6_frame_121.png;-0,685755
figura6_frame_122.png;-0,439689
figura6_frame_123.png;-0,183793
figura6_frame_124.png;-0,013489
figura6_frame_125.png;0,186376
figura6_frame_126.png;0,316869
figura6_frame_127.png;0,456800
figura6_frame_128.png;0,521663
figura6_frame_129.png;0,500787
figura6_frame_130.png;0,523168
figura6_frame_131.png;0,531369
figura6_frame_132.png;0,568001
figura6_frame_133.png;0,561747
figura6_frame_134.png;0,541008
figura6_frame_135.png;0,538055
figura6_frame_136.png;0,563174
figura6_frame_137.png;0,564417
figura6_frame_138.png;0,572023
figura6_frame_139.png;0,572151
figura6_frame_140.png;0,563997
figura6_frame_141.png;0,572074
figura4_frame_0.png;0,472904
figura4_frame_1.png;0,443668
figura4_frame_2.png;0,405162
figura4_frame_3.png;0,409991
figura4_frame_4.png;0,393408
figura4_frame_5.png;0,383593
figura4_frame_6.png;0,384671
figura4_frame_7.png;0,379181
figura4_frame_8.png;0,345356
figura4_frame_9.png;0,319813
figura4_frame_10.png;0,293488
figura4_frame_11.png;0,249293
figura4_frame_12.png;0,197359
figura4_frame_13.png;0,144526
figura4_frame_14.png;0,064210
figura4_frame_15.png;-0,034268
figura4_frame_16.png;-0,114312
figura4_frame_17.png;-0,179854
figura4_frame_18.png;-0,248361
figura4_frame_19.png;-0,296946
figura4_frame_20.png;-0,358681
figura4_frame_21.png;-0,389343
figura4_frame_22.png;-0,439318
figura4_frame_23.png;-0,451316
figura4_frame_24.png;-0,426938
figura4_frame_25.png;-0,436654
figura4_frame_26.png;-0,458228
figura4_frame_27.png;-0,481956
figura4_frame_28.png;-0,497179
figura4_frame_29.png;-0,536999
figura4_frame_30.png;-0,568644
figura4_frame_31.png;-0,619939
figura4_frame_32.png;-0,665216
figura4_frame_33.png;-0,699212
figura4_frame_34.png;-0,751994
figura4_frame_35.png;-0,795134
figura4_frame_36.png;-0,820681
figura4_frame_37.png;-0,808931
figura4_frame_38.png;-0,800485
figura4_frame_39.png;-0,786932
figura4_frame_40.png;-0,774492
figura4_frame_41.png;-0,756554
figura4_frame_42.png;-0,755961
figura4_frame_43.png;-0,756562
figura4_frame_44.png;-0,743153
figura4_frame_45.png;-0,730094
figura4_frame_46.png;-0,718846
figura4_frame_47.png;-0,680555
figura4_frame_48.png;-0,616092
figura4_frame_49.png;-0,554355
figura4_frame_50.png;-0,494611
figura4_frame_51.png;-0,418470
figura4_frame_52.png;-0,318058
figura4_frame_53.png;-0,236215
figura4_frame_54.png;-0,154051
figura4_frame_55.png;-0,077402
figura4_frame_56.png;-0,016506
figura4_frame_57.png;0,009986
figura4_frame_58.png;0,030095
figura4_frame_59.png;0,057770
figura4_frame_60.png;0,082123
figura4_frame_61.png;0,110187
figura4_frame_62.png;0,141753
figura4_frame_63.png;0,168299
figura4_frame_64.png;0,190842
figura4_frame_65.png;0,213038
figura4_frame_66.png;0,230808
figura4_frame_67.png;0,237830
figura4_frame_68.png;0,235027
figura4_frame_69.png;0,245404
figura4_frame_70.png;0,270427
figura4_frame_71.png;0,283842
figura4_frame_72.png;0,306015
figura4_frame_73.png;0,349332
figura4_frame_74.png;0,396050
figura4_frame_75.png;0,401987
figura4_frame_76.png;0,402870
figura4_frame_77.png;0,378935
figura4_frame_78.png;0,362589
figura4_frame_79.png;0,334506
figura4_frame_80.png;0,297589
figura4_frame_81.png;0,226274
figura4_frame_82.png;0,165597
figura4_frame_83.png;0,120139
figura4_frame_84.png;0,084001
figura4_frame_85.png;-0,006066
figura4_frame_86.png;-0,091437
figura4_frame_87.png;-0,196343
figura4_frame_88.png;-0,292143
figura4_frame_89.png;-0,363331
figura4_frame_90.png;-0,444360
figura4_frame_91.png;-0,478638
figura4_frame_92.png;-0,490800
figura4_frame_93.png;-0,495890
figura4_frame_94.png;-0,505914
figura4_frame_95.png;-0,471738
figura4_frame_96.png;-0,443759
figura4_frame_97.png;-0,382361
figura4_frame_98.png;-0,310123
figura4_frame_99.png;-0,277957
figura4_frame_100.png;-0,262422
figura4_frame_101.png;-0,242116
figura4_frame_102.png;-0,235261
figura4_frame_103.png;-0,216222
figura4_frame_104.png;-0,240143
figura4_frame_105.png;-0,224743
figura4_frame_106.png;-0,178149
figura4_frame_107.png;-0,174671
figura4_frame_108.png;-0,129485
figura4_frame_109.png;-0,086189
figura4_frame_110.png;-0,072419
figura4_frame_111.png;-0,054499
figura4_frame_112.png;-0,021055
figura4_frame_113.png;0,047851
figura4_frame_114.png;0,106114
figura4_frame_115.png;0,144403
figura4_frame_116.png;0,185171
figura4_frame_117.png;0,225418
figura4_frame_118.png;0,237215
figura4_frame_119.png;0,230535
figura4_frame_120.png;0,218891
figura4_frame_121.png;0,210658
figura4_frame_122.png;0,171796
figura4_frame_123.png;0,124081
figura4_frame_124.png;0,139426
figura4_frame_125.png;0,149402
figura4_frame_126.png;0,132676
figura4_frame_127.png;0,139129
figura4_frame_128.png;0,118629
figura4_frame_129.png;0,069910
figura4_frame_130.png;0,005785
figura4_frame_131.png;-0,037282
figura4_frame_132.png;-0,086204
figura4_frame_133.png;-0,111709
figura4_frame_134.png;-0,167334
figura4_frame_135.png;-0,200123
figura4_frame_136.png;-0,200524
figura4_frame_137.png;-0,179075
figura4_frame_138.png;-0,161828
figura4_frame_139.png;-0,165891
figura4_frame_140.png;-0,163612
figura4_frame_141.png;-0,158979
figura4_frame_142.png;-0,152037
figura4_frame_143.png;-0,115060
figura4_frame_144.png;-0,077256
figura4_frame_145.png;-0,051865
figura4_frame_146.png;-0,004933
figura4_frame_147.png;0,001447
figura4_frame_148.png;-0,008871
